7.935386835701715e-18	8.64651470793076e-18	9.421370141415648e-18	9.486331058317738e-18	1.0336446441528953e-17	1.134040202591409e-17	9.990685982411879e-18	1.0885999016531006e-17	1.1943331395321026e-17	1.2578316402937501e-17	1.0352824985343478e-17	1.128059102319612e-17	1.2376249228070192e-17	1.3034250957255094e-17	1.3506712072931267e-17	1.0640745270642999e-17	1.1594313218861933e-17	1.2720442548611072e-17	1.3396743828485057e-17	1.3882344463027913e-17	1.4268423488229228e-17	1.0887476532032694e-17	1.1863155245682121e-17	1.3015396591361525e-17	1.3707379542360852e-17	1.4204239995087966e-17	1.459927119069287e-17	1.4937790392556276e-17	1.1114591773619756e-17	1.2110623367581703e-17	1.3286900730314337e-17	1.399331860336635e-17	1.450054367836605e-17	1.4903815314734276e-17	1.5249396104293128e-17	1.5567501982188114e-17	1.1345087523674836e-17	1.2361774941440744e-17	1.3562446086555865e-17	1.4283513738998598e-17	1.480125770902297e-17	1.5212892441417924e-17	1.5565639927236643e-17	1.589034272334651e-17	1.621987857488748e-17	1.1645493028429192e-17	1.2689101216640813e-17	1.3921564820001816e-17	1.466172555494762e-17	1.5193178818824873e-17	1.5615713188556378e-17	1.5977801041851955e-17	1.6311101612739407e-17	1.6649363213077837e-17	1.70902201345803e-17	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
8.64651470793076e-18	1.2271953068311612e-17	1.6477738591834127e-17	1.279586323169726e-17	1.7350281194588958e-17	1.8236872337926845e-17	1.365544793553528e-17	1.8468073874872583e-17	1.942077480371809e-17	2.0679015423537127e-17	1.4272883685265806e-17	1.9270930078618552e-17	2.0271124107801196e-17	2.1582756136945814e-17	2.2524843812387395e-17	1.476359938810982e-17	1.990904908862739e-17	2.0946983736024954e-17	2.2301053446787196e-17	2.3273620862465663e-17	2.4046624460061665e-17	1.5184118578559786e-17	2.0455884848028404e-17	2.1526161457169905e-17	2.2916598083442827e-17	2.3915285072426784e-17	2.4709049578089788e-17	2.5389265729009906e-17	1.557121832397056e-17	2.0959259737613508e-17	2.205930841819583e-17	2.3483221507564242e-17	2.450595207883737e-17	2.531882740989806e-17	2.601542055753183e-17	2.665665073456304e-17	1.5964076491348944e-17	2.1470123449254924e-17	2.260038698706229e-17	2.4058274606576127e-17	2.5105406483638115e-17	2.5937676973373782e-17	2.6650890776750284e-17	2.730742059523564e-17	2.797371772736548e-17	1.647608961059382e-17	2.2135933431628067e-17	2.330557608665781e-17	2.4807742794679863e-17	2.5886676953449503e-17	2.6744225201079685e-17	2.747910074587072e-17	2.8155570624606414e-17	2.884210448772825e-17	2.9736865829251047e-17	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
9.421370141415648e-18	1.6477738591834127e-17	2.8819148916276624e-17	1.6622378444011766e-17	2.907212036717713e-17	2.932731237480388e-17	1.7896810221031076e-17	3.1301069379862394e-17	3.1575826866933404e-17	3.3996734156490213e-17	1.8812391167954157e-17	3.290239734772796e-17	3.3191211122879355e-17	3.573596934236224e-17	3.756418186993573e-17	1.9539936985771535e-17	3.417485662059713e-17	3.447483990909551e-17	3.711801348595706e-17	3.901692985796172e-17	4.052586106658921e-17	2.016341058495586e-17	3.526529620975072e-17	3.5574851262002056e-17	3.8302362313668904e-17	4.026186865716968e-17	4.1818946324624016e-17	4.315329090301723e-17	2.0737344864759572e-17	3.62690927796281e-17	3.658745905234359e-17	3.939260637910882e-17	4.140788839891641e-17	4.300928695374758e-17	4.4381612512163174e-17	4.564489724796579e-17	2.1319814524165277e-17	3.7287817513005336e-17	3.7615126044030375e-17	4.0499064229445026e-17	4.257095140479876e-17	4.421732997403816e-17	4.562820135429435e-17	4.692696917795582e-17	4.8245051889714917e-17	2.207894909495855e-17	3.861552471756233e-17	3.8954487722454156e-17	4.194111428604854e-17	4.4086775141741357e-17	4.5791776307678596e-17	4.7252884580872163e-17	4.8597897626472953e-17	4.996291330533302e-17	5.174194260714213e-17	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
9.486331058317738e-18	1.279586323169726e-17	1.6622378444011766e-17	1.549380186357778e-17	1.982237675791925e-17	2.3487180091711154e-17	1.57544190616563e-17	2.0262663977330885e-17	2.4062714564684028e-17	2.463305669317699e-17	1.6582355478711388e-17	2.1277033574950038e-17	2.5242012715759263e-17	2.5849354832588194e-17	2.7121463698557874e-17	1.7239628879387902e-17	2.2082443599981502e-17	2.6178446098872305e-17	2.6815142860017872e-17	2.8131579520555024e-17	2.917690275673643e-17	1.780264143602776e-17	2.2772379890676936e-17	2.6980637247845467e-17	2.764247443951796e-17	2.899688684663396e-17	3.007237236525709e-17	3.099368207682272e-17	1.8320925812469834e-17	2.340750009673729e-17	2.771909117657618e-17	2.840407216320822e-17	2.979344263024863e-17	3.0896693631277264e-17	3.184179010157409e-17	3.2711794706570426e-17	1.8846926629387084e-17	2.4052075972306962e-17	2.846853906364414e-17	2.9177008457995373e-17	3.0601857411728855e-17	3.1733287244842496e-17	3.27025245915999e-17	3.359475175514306e-17	3.450026219346142e-17	1.9532466343825436e-17	2.4892154938088624e-17	2.944529810765129e-17	3.018438010792295e-17	3.165546832301313e-17	3.282362374691408e-17	3.382432399986799e-17	3.474551391777046e-17	3.568041828414604e-17	3.689888360534413e-17	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
1.0336446441528953e-17	1.7350281194588958e-17	2.907212036717713e-17	1.982237675791925e-17	3.338457812125082e-17	3.777050442582591e-17	2.0476975954748352e-17	3.443099195531953e-17	3.913990320759841e-17	4.049726075964433e-17	2.1645505494678656e-17	3.640398209657868e-17	4.1355652887378975e-17	4.279881231479043e-17	4.5229862787825753e-17	2.2573266583429068e-17	3.79704020410908e-17	4.3114964196025166e-17	4.46261980160982e-17	4.716007564062152e-17	4.917193718547606e-17	2.336805532788442e-17	3.931229741610992e-17	4.462215468185609e-17	4.6191689953802656e-17	4.8813660471561764e-17	5.089547112884457e-17	5.267893105268306e-17	2.4099707786780746e-17	4.0547596469448866e-17	4.6009615231911094e-17	4.763282155752395e-17	5.0335886853294174e-17	5.2482089853850825e-17	5.432071522856811e-17	5.601328250296535e-17	2.4842248708997616e-17	4.180127971992406e-17	4.741772299539189e-17	4.909539957533293e-17	5.1880766399815566e-17	5.4092319950109665e-17	5.598693167921928e-17	5.773103774292558e-17	5.95010987082364e-17	2.5810006163988492e-17	4.343521172667426e-17	4.925291698699913e-17	5.1001585025947997e-17	5.3894215841442396e-17	5.61909410877714e-17	5.815852011064394e-17	5.996979693444749e-17	6.180802821140704e-17	6.420380442034698e-17	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
1.134040202591409e-17	1.8236872337926845e-17	2.932731237480388e-17	2.3487180091711154e-17	3.777050442582591e-17	4.864445082280999e-17	2.3389518115289002e-17	3.761345099930624e-17	4.844218247085051e-17	4.8240755170347316e-17	2.485149548986901e-17	3.996450475209451e-17	5.1470093281093587e-17	5.1256075633302907e-17	5.445987070579171e-17	2.601150124045962e-17	4.182994803500818e-17	5.3872588704913995e-17	5.3648581247766917e-17	5.700192147375829e-17	5.966262882359281e-17	2.7005002309942633e-17	4.3427629680716424e-17	5.593023520518208e-17	5.569767185400218e-17	5.917909185017156e-17	6.194142407637156e-17	6.430725719366413e-17	2.791959618658947e-17	4.4898418082339556e-17	5.782445650725704e-17	5.758401679989393e-17	6.118334404058e-17	6.403922975403211e-17	6.648518789621488e-17	6.873687982498041e-17	2.884780818860773e-17	4.639110623789673e-17	5.974688239699821e-17	5.949844905603652e-17	6.321743915723347e-17	6.616827135121141e-17	6.869554756435893e-17	7.102209900968623e-17	7.338329235463098e-17	3.0057553141641605e-17	4.833653676315641e-17	6.225239300517747e-17	6.199354150771567e-17	6.586848902085503e-17	6.894306560229475e-17	7.157632420494613e-17	7.400044056233043e-17	7.646065154194291e-17	7.96670610793259e-17	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
9.990685982411879e-18	1.365544793553528e-17	1.7896810221031076e-17	1.57544190616563e-17	2.0476975954748352e-17	2.3389518115289002e-17	1.8022421698176908e-17	2.3124244927083276e-17	2.634301807277029e-17	2.954445790017778e-17	1.815873114067368e-17	2.339915617145533e-17	2.667989137722518e-17	2.9964519047656896e-17	3.037621440842828e-17	1.8971402872209258e-17	2.438513943406363e-17	2.778967502326678e-17	3.118520514991221e-17	3.1622390582103264e-17	3.291438686640697e-17	1.9666323201182692e-17	2.522844406545749e-17	2.8738911515820535e-17	3.222938383051814e-17	3.268834466592741e-17	3.401955200116977e-17	3.5158272349139156e-17	2.030571423476248e-17	2.6004397168155208e-17	2.9612344816529195e-17	3.319019323826076e-17	3.366918544708466e-17	3.50364762317354e-17	3.620607530742227e-17	3.728229399185324e-17	2.0954633687455213e-17	2.6791912374052866e-17	3.049879237280402e-17	3.416531817839891e-17	3.4664640437544957e-17	3.6068552170113865e-17	3.7269489943061954e-17	3.8374547634403874e-17	3.949606986981663e-17	2.1800390407815402e-17	2.7818302869055157e-17	3.165412356812207e-17	3.543622396013244e-17	3.5962043270618095e-17	3.7413683832520936e-17	3.865546597045357e-17	3.9798110129383205e-17	4.0957778720534526e-17	4.246920449692379e-17	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
1.0885999016531006e-17	1.8468073874872583e-17	3.1301069379862394e-17	2.0262663977330885e-17	3.443099195531953e-17	3.761345099930624e-17	2.3124244927083276e-17	3.935854979447103e-17	4.2805088422587296e-17	4.8571707136826374e-17	2.3553330935111378e-17	4.005349425141283e-17	4.3664779480140614e-17	4.962442837053321e-17	5.065773827611825e-17	2.4661665640486503e-17	4.194782902409629e-17	4.570180736011094e-17	5.191864588432913e-17	5.3011105136598626e-17	5.5470732345630714e-17	2.5609823293492914e-17	4.35683285814408e-17	4.744456330956426e-17	5.3881580503953644e-17	5.5024569191145324e-17	5.757513044126058e-17	5.975734668830355e-17	2.648231001947483e-17	4.5059485407991156e-17	4.9048257291098277e-17	5.568791335510968e-17	5.687738418107185e-17	5.951162839887333e-17	6.176545755335009e-17	6.38394708837186e-17	2.7367791447783522e-17	4.657285209921514e-17	5.06758350532529e-17	5.75211461878654e-17	5.875779230057337e-17	6.147696548769105e-17	6.380347383525777e-17	6.594437089091903e-17	6.811715049390987e-17	2.852186198970816e-17	4.8545262315433386e-17	5.279709722705949e-17	5.991044194658091e-17	6.120857368206107e-17	6.403843659280188e-17	6.645966927312915e-17	6.868773730590894e-17	7.094898582512903e-17	7.389612457037331e-17	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
1.1943331395321026e-17	1.942077480371809e-17	3.1575826866933404e-17	2.4062714564684028e-17	3.913990320759841e-17	4.844218247085051e-17	2.634301807277029e-17	4.2805088422587296e-17	5.317073131166013e-17	5.785911906734186e-17	2.7003298817666466e-17	4.389453612344628e-17	5.445145617093881e-17	5.9441388659839e-17	6.099540672291867e-17	2.8368973620854305e-17	4.61126444506118e-17	5.721105307280324e-17	6.243299693835038e-17	6.407311845660753e-17	6.730525384889181e-17	2.9537200567935244e-17	4.801008378523485e-17	5.957159860200604e-17	6.499226368520802e-17	6.670594625086385e-17	7.007019422383767e-17	7.294815946156078e-17	3.061225576767633e-17	4.9756199382450157e-17	6.174385966278324e-17	6.734746619172633e-17	6.91288174174235e-17	7.261464553559833e-17	7.559662489689597e-17	7.834081207421105e-17	3.170332880518269e-17	5.152833114639023e-17	6.394848696293952e-17	6.973775881005171e-17	7.158778761934685e-17	7.519700725892084e-17	7.828455041154722e-17	8.112588545376175e-17	8.400955406840326e-17	3.312535119639506e-17	5.383799385353379e-17	6.682183306789547e-17	7.285308360609717e-17	7.479262289342632e-17	7.856266153394774e-17	8.17877883997661e-17	8.47557384855253e-17	8.776790853451006e-17	9.169374187127944e-17	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
1.2578316402937501e-17	2.0679015423537127e-17	3.3996734156490213e-17	2.463305669317699e-17	4.049726075964433e-17	4.8240755170347316e-17	2.954445790017778e-17	4.8571707136826374e-17	5.785911906734186e-17	6.939521670893322e-17	2.9313662688073883e-17	4.819227497771322e-17	5.740713556158895e-17	6.885311558751655e-17	6.831524924826179e-17	3.090359698705791e-17	5.0806160241676137e-17	6.052082267762887e-17	7.258761752367487e-17	7.202057802546861e-17	7.592687893551949e-17	3.226232062966241e-17	5.3039930347441745e-17	6.318171269235455e-17	7.57790425261124e-17	7.518707227396102e-17	7.926511964458853e-17	8.275013118353916e-17	3.3512314222878593e-17	5.509494597635401e-17	6.562966852852761e-17	7.871507799439201e-17	7.810017203866685e-17	8.233622208816643e-17	8.595625931686759e-17	8.928660788900743e-17	3.4780942040799954e-17	5.718059666068546e-17	6.811411715903753e-17	8.169488228273212e-17	8.105669871043741e-17	8.545310685681929e-17	8.921018266482294e-17	9.26666034865213e-17	9.617455075012844e-17	3.643439440612773e-17	5.9898906955115e-17	7.135219644960735e-17	8.557857802010184e-17	8.491005581764909e-17	8.951546495773763e-17	9.345114851806069e-17	9.707188424464293e-17	1.0074659593037677e-16	1.0553599171915086e-16	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
